order_item_id,order_id,product_id,quantity,unit_price,discount,total_price
ITEM-0005552,ORD-002953,PROD-0113,10,1033.12,0.0,10331.2
ITEM-0005553,ORD-002953,PROD-0171,3,36.43,0.0,109.29
ITEM-0005554,ORD-002954,PROD-0011,9,655.2,0.0,5896.8
ITEM-0005555,ORD-002955,PROD-0011,5,655.2,0.0,3276.0
ITEM-0005556,ORD-002955,PROD-0168,6,735.31,0.0,4411.86
ITEM-0005557,ORD-002955,PROD-0025,3,646.11,0.1,1744.5
ITEM-0005558,ORD-002955,PROD-0017,5,353.0,0.0,1765.0
ITEM-0005559,ORD-002956,PROD-0078,1,1521.79,0.15,1293.52
ITEM-0005560,ORD-002957,PROD-0054,4,151.46,0.0,605.84
ITEM-0005561,ORD-002958,PROD-0033,3,621.87,0.0,1865.61
ITEM-0005562,ORD-002959,PROD-0003,2,660.69,0.0,1321.38
ITEM-0005563,ORD-002960,PROD-0098,2,429.45,0.0,858.9
ITEM-0005564,ORD-002961,PROD-0112,6,735.69,0.0,4414.14
ITEM-0005565,ORD-002962,PROD-0074,4,1280.38,0.0,5121.52
ITEM-0005566,ORD-002962,PROD-0075,6,19.26,0.0,115.56
ITEM-0005567,ORD-002963,PROD-0075,6,19.26,0.2,92.45
ITEM-0005568,ORD-002963,PROD-0117,1,119.46,0.0,119.46
ITEM-0005569,ORD-002963,PROD-0112,6,735.69,0.0,4414.14
ITEM-0005570,ORD-002963,PROD-0059,2,862.76,0.0,1725.52
ITEM-0005571,ORD-002964,PROD-0167,5,431.28,0.0,2156.4
ITEM-0005572,ORD-002964,PROD-0094,4,441.52,0.0,1766.08
ITEM-0005573,ORD-002964,PROD-0049,3,423.93,0.0,1271.79
ITEM-0005574,ORD-002965,PROD-0030,2,29.07,0.0,58.14
ITEM-0005575,ORD-002966,PROD-0066,10,899.69,0.0,8996.9
ITEM-0005576,ORD-002967,PROD-0121,2,908.37,0.0,1816.74
ITEM-0005577,ORD-002967,PROD-0070,5,1554.16,0.0,7770.8
ITEM-0005578,ORD-002968,PROD-0006,4,242.68,0.0,970.72
ITEM-0005579,ORD-002968,PROD-0143,1,223.45,0.05,212.28
ITEM-0005580,ORD-002969,PROD-0104,9,1076.76,0.0,9690.84
ITEM-0005581,ORD-002970,PROD-0102,8,107.15,0.0,857.2
ITEM-0005582,ORD-002971,PROD-0158,8,217.55,0.1,1566.36
ITEM-0005583,ORD-002972,PROD-0136,10,1240.2,0.0,12402.0
ITEM-0005584,ORD-002973,PROD-0006,8,242.68,0.15,1650.22
ITEM-0005585,ORD-002973,PROD-0156,3,59.84,0.2,143.62
ITEM-0005586,ORD-002973,PROD-0013,5,771.83,0.0,3859.15
ITEM-0005587,ORD-002974,PROD-0171,8,36.43,0.0,291.44
ITEM-0005588,ORD-002975,PROD-0041,10,394.03,0.0,3940.3
ITEM-0005589,ORD-002975,PROD-0144,3,1281.79,0.05,3653.1
ITEM-0005590,ORD-002975,PROD-0117,6,119.46,0.0,716.76
ITEM-0005591,ORD-002976,PROD-0167,5,431.28,0.2,1725.12
ITEM-0005592,ORD-002976,PROD-0090,3,529.93,0.1,1430.81
ITEM-0005593,ORD-002976,PROD-0072,3,843.53,0.0,2530.59
ITEM-0005594,ORD-002977,PROD-0013,2,771.83,0.0,1543.66
ITEM-0005595,ORD-002977,PROD-0160,9,901.63,0.0,8114.67
ITEM-0005596,ORD-002978,PROD-0119,9,412.68,0.0,3714.12
ITEM-0005597,ORD-002979,PROD-0044,4,184.33,0.2,589.86
ITEM-0005598,ORD-002980,PROD-0169,5,840.72,0.0,4203.6
ITEM-0005599,ORD-002981,PROD-0168,6,735.31,0.0,4411.86
ITEM-0005600,ORD-002982,PROD-0136,9,1240.2,0.0,11161.8
ITEM-0005601,ORD-002982,PROD-0171,2,36.43,0.0,72.86
ITEM-0005602,ORD-002983,PROD-0160,10,901.63,0.0,9016.3
ITEM-0005603,ORD-002983,PROD-0080,3,1161.54,0.0,3484.62
ITEM-0005604,ORD-002984,PROD-0107,1,1124.03,0.0,1124.03
ITEM-0005605,ORD-002984,PROD-0146,5,694.88,0.0,3474.4
ITEM-0005606,ORD-002984,PROD-0037,9,194.0,0.0,1746.0
ITEM-0005607,ORD-002985,PROD-0171,8,36.43,0.0,291.44
ITEM-0005608,ORD-002985,PROD-0096,8,224.97,0.0,1799.76
ITEM-0005609,ORD-002986,PROD-0150,1,1084.06,0.0,1084.06
ITEM-0005610,ORD-002986,PROD-0018,7,751.27,0.0,5258.89
ITEM-0005611,ORD-002987,PROD-0161,8,961.84,0.0,7694.72
ITEM-0005612,ORD-002988,PROD-0168,7,735.31,0.0,5147.17
ITEM-0005613,ORD-002989,PROD-0153,10,325.7,0.0,3257.0
ITEM-0005614,ORD-002990,PROD-0143,4,223.45,0.0,893.8
ITEM-0005615,ORD-002990,PROD-0012,4,988.65,0.0,3954.6
ITEM-0005616,ORD-002991,PROD-0185,4,1018.9,0.0,4075.6
ITEM-0005617,ORD-002991,PROD-0010,3,199.56,0.0,598.68
ITEM-0005618,ORD-002992,PROD-0013,10,771.83,0.0,7718.3
ITEM-0005619,ORD-002993,PROD-0044,10,184.33,0.0,1843.3
ITEM-0005620,ORD-002993,PROD-0164,9,114.52,0.0,1030.68
ITEM-0005621,ORD-002994,PROD-0033,7,621.87,0.0,4353.09
ITEM-0005622,ORD-002995,PROD-0046,6,772.87,0.0,4637.22
ITEM-0005623,ORD-002996,PROD-0147,2,156.2,0.05,296.78
ITEM-0005624,ORD-002996,PROD-0041,6,394.03,0.0,2364.18
ITEM-0005625,ORD-002997,PROD-0121,10,908.37,0.05,8629.52
ITEM-0005626,ORD-002997,PROD-0185,1,1018.9,0.0,1018.9
ITEM-0005627,ORD-002998,PROD-0110,3,96.97,0.15,247.27
ITEM-0005628,ORD-002999,PROD-0105,6,661.37,0.05,3769.81
ITEM-0005629,ORD-002999,PROD-0146,8,694.88,0.0,5559.04
ITEM-0005630,ORD-003000,PROD-0018,9,751.27,0.2,5409.14
ITEM-0005631,ORD-003000,PROD-0043,5,925.72,0.05,4397.17
ITEM-0005632,ORD-003000,PROD-0163,7,825.48,0.0,5778.36
ITEM-0005633,ORD-003000,PROD-0075,5,19.26,0.2,77.04
ITEM-0005634,ORD-003001,PROD-0178,1,547.76,0.0,547.76
ITEM-0005635,ORD-003001,PROD-0080,9,1161.54,0.0,10453.86
ITEM-0005636,ORD-003002,PROD-0018,6,751.27,0.0,4507.62
ITEM-0005637,ORD-003003,PROD-0164,9,114.52,0.0,1030.68
ITEM-0005638,ORD-003004,PROD-0118,6,319.68,0.15,1630.37
ITEM-0005639,ORD-003004,PROD-0115,9,854.46,0.05,7305.63
ITEM-0005640,ORD-003005,PROD-0085,9,452.17,0.05,3866.05
ITEM-0005641,ORD-003005,PROD-0082,4,98.38,0.0,393.52
ITEM-0005642,ORD-003005,PROD-0076,9,857.61,0.0,7718.49
ITEM-0005643,ORD-003006,PROD-0032,3,463.63,0.0,1390.89
ITEM-0005644,ORD-003006,PROD-0163,6,825.48,0.0,4952.88
ITEM-0005645,ORD-003006,PROD-0060,7,728.45,0.1,4589.24
ITEM-0005646,ORD-003006,PROD-0033,8,621.87,0.2,3979.97
ITEM-0005647,ORD-003007,PROD-0158,3,217.55,0.0,652.65
ITEM-0005648,ORD-003008,PROD-0142,7,987.63,0.0,6913.41
ITEM-0005649,ORD-003009,PROD-0040,3,1101.28,0.2,2643.07
ITEM-0005650,ORD-003009,PROD-0036,1,564.0,0.0,564.0
ITEM-0005651,ORD-003010,PROD-0120,9,1270.45,0.0,11434.05
ITEM-0005652,ORD-003011,PROD-0155,5,1239.15,0.05,5885.96
ITEM-0005653,ORD-003011,PROD-0107,7,1124.03,0.0,7868.21
ITEM-0005654,ORD-003012,PROD-0047,8,321.68,0.0,2573.44
ITEM-0005655,ORD-003013,PROD-0029,3,760.34,0.0,2281.02
ITEM-0005656,ORD-003013,PROD-0191,10,277.55,0.0,2775.5
ITEM-0005657,ORD-003013,PROD-0098,3,429.45,0.05,1223.93
ITEM-0005658,ORD-003013,PROD-0190,6,504.18,0.0,3025.08
ITEM-0005659,ORD-003014,PROD-0132,5,204.54,0.0,1022.7
ITEM-0005660,ORD-003015,PROD-0191,4,277.55,0.0,1110.2
ITEM-0005661,ORD-003016,PROD-0102,6,107.15,0.0,642.9
ITEM-0005662,ORD-003016,PROD-0119,6,412.68,0.0,2476.08
ITEM-0005663,ORD-003016,PROD-0045,2,30.3,0.0,60.6
ITEM-0005664,ORD-003017,PROD-0002,10,119.88,0.0,1198.8
ITEM-0005665,ORD-003018,PROD-0066,7,899.69,0.0,6297.83
ITEM-0005666,ORD-003019,PROD-0009,3,1200.74,0.0,3602.22
ITEM-0005667,ORD-003020,PROD-0106,9,138.32,0.0,1244.88
ITEM-0005668,ORD-003021,PROD-0155,3,1239.15,0.0,3717.45
ITEM-0005669,ORD-003022,PROD-0192,3,715.59,0.0,2146.77
ITEM-0005670,ORD-003022,PROD-0077,3,595.91,0.0,1787.73
ITEM-0005671,ORD-003023,PROD-0050,6,107.01,0.0,642.06
ITEM-0005672,ORD-003024,PROD-0172,1,91.68,0.1,82.51
ITEM-0005673,ORD-003024,PROD-0162,2,512.39,0.0,1024.78
ITEM-0005674,ORD-003024,PROD-0170,9,128.04,0.0,1152.36
ITEM-0005675,ORD-003025,PROD-0169,3,840.72,0.0,2522.16
ITEM-0005676,ORD-003025,PROD-0101,6,166.09,0.1,896.89
ITEM-0005677,ORD-003025,PROD-0103,7,210.56,0.0,1473.92
ITEM-0005678,ORD-003025,PROD-0052,3,471.11,0.0,1413.33
ITEM-0005679,ORD-003026,PROD-0083,5,778.05,0.0,3890.25
ITEM-0005680,ORD-003027,PROD-0037,8,194.0,0.0,1552.0
ITEM-0005681,ORD-003027,PROD-0111,3,999.24,0.0,2997.72
ITEM-0005682,ORD-003027,PROD-0015,9,191.41,0.0,1722.69
ITEM-0005683,ORD-003027,PROD-0130,7,923.15,0.0,6462.05
ITEM-0005684,ORD-003027,PROD-0016,4,1119.14,0.0,4476.56
ITEM-0005685,ORD-003028,PROD-0038,10,954.52,0.0,9545.2
ITEM-0005686,ORD-003029,PROD-0009,5,1200.74,0.2,4802.96
ITEM-0005687,ORD-003029,PROD-0057,3,69.09,0.0,207.27
ITEM-0005688,ORD-003029,PROD-0061,1,601.86,0.0,601.86
ITEM-0005689,ORD-003030,PROD-0192,2,715.59,0.0,1431.18
ITEM-0005690,ORD-003031,PROD-0183,3,1123.54,0.2,2696.5
ITEM-0005691,ORD-003032,PROD-0108,3,155.22,0.0,465.66
ITEM-0005692,ORD-003032,PROD-0067,4,539.18,0.0,2156.72
ITEM-0005693,ORD-003032,PROD-0173,5,172.76,0.2,691.04
ITEM-0005694,ORD-003032,PROD-0145,2,596.1,0.0,1192.2
ITEM-0005695,ORD-003032,PROD-0149,5,460.24,0.0,2301.2
ITEM-0005696,ORD-003033,PROD-0124,10,360.18,0.0,3601.8
ITEM-0005697,ORD-003033,PROD-0064,10,300.46,0.0,3004.6
ITEM-0005698,ORD-003033,PROD-0182,3,454.99,0.0,1364.97
ITEM-0005699,ORD-003034,PROD-0009,10,1200.74,0.0,12007.4
ITEM-0005700,ORD-003034,PROD-0144,1,1281.79,0.0,1281.79
ITEM-0005701,ORD-003034,PROD-0132,1,204.54,0.2,163.63
ITEM-0005702,ORD-003035,PROD-0005,10,448.69,0.0,4486.9
ITEM-0005703,ORD-003036,PROD-0090,7,529.93,0.0,3709.51
ITEM-0005704,ORD-003037,PROD-0083,7,778.05,0.0,5446.35
ITEM-0005705,ORD-003037,PROD-0146,3,694.88,0.0,2084.64
ITEM-0005706,ORD-003037,PROD-0057,8,69.09,0.1,497.45
ITEM-0005707,ORD-003038,PROD-0154,1,1487.91,0.15,1264.72
ITEM-0005708,ORD-003038,PROD-0143,3,223.45,0.0,670.35
ITEM-0005709,ORD-003039,PROD-0128,7,326.22,0.0,2283.54
ITEM-0005710,ORD-003039,PROD-0024,7,517.32,0.0,3621.24
ITEM-0005711,ORD-003039,PROD-0035,1,706.27,0.0,706.27
ITEM-0005712,ORD-003039,PROD-0152,5,214.69,0.1,966.1
ITEM-0005713,ORD-003040,PROD-0107,6,1124.03,0.05,6406.97
ITEM-0005714,ORD-003040,PROD-0058,1,297.96,0.0,297.96
ITEM-0005715,ORD-003040,PROD-0132,10,204.54,0.0,2045.4
ITEM-0005716,ORD-003041,PROD-0181,6,707.55,0.0,4245.3
ITEM-0005717,ORD-003042,PROD-0072,7,843.53,0.0,5904.71
ITEM-0005718,ORD-003042,PROD-0035,4,706.27,0.0,2825.08
ITEM-0005719,ORD-003043,PROD-0159,3,413.37,0.0,1240.11
ITEM-0005720,ORD-003044,PROD-0001,2,679.6,0.0,1359.2
ITEM-0005721,ORD-003045,PROD-0035,8,706.27,0.0,5650.16
ITEM-0005722,ORD-003045,PROD-0168,5,735.31,0.0,3676.55
ITEM-0005723,ORD-003045,PROD-0160,1,901.63,0.1,811.47
ITEM-0005724,ORD-003046,PROD-0105,1,661.37,0.15,562.16
ITEM-0005725,ORD-003046,PROD-0091,4,854.5,0.2,2734.4
ITEM-0005726,ORD-003046,PROD-0054,10,151.46,0.0,1514.6
ITEM-0005727,ORD-003046,PROD-0101,2,166.09,0.1,298.96
ITEM-0005728,ORD-003046,PROD-0096,1,224.97,0.0,224.97
ITEM-0005729,ORD-003047,PROD-0197,2,1117.0,0.0,2234.0
ITEM-0005730,ORD-003047,PROD-0088,10,988.75,0.2,7910.0
ITEM-0005731,ORD-003048,PROD-0087,4,370.37,0.0,1481.48
ITEM-0005732,ORD-003048,PROD-0080,4,1161.54,0.0,4646.16
ITEM-0005733,ORD-003048,PROD-0102,6,107.15,0.0,642.9
ITEM-0005734,ORD-003048,PROD-0082,4,98.38,0.1,354.17
ITEM-0005735,ORD-003049,PROD-0175,9,875.37,0.0,7878.33
ITEM-0005736,ORD-003050,PROD-0130,10,923.15,0.0,9231.5
ITEM-0005737,ORD-003051,PROD-0107,3,1124.03,0.0,3372.09
ITEM-0005738,ORD-003052,PROD-0184,3,204.74,0.0,614.22
ITEM-0005739,ORD-003053,PROD-0096,3,224.97,0.0,674.91
ITEM-0005740,ORD-003053,PROD-0107,5,1124.03,0.0,5620.15
ITEM-0005741,ORD-003054,PROD-0175,8,875.37,0.0,7002.96
ITEM-0005742,ORD-003054,PROD-0053,2,188.06,0.2,300.9
ITEM-0005743,ORD-003054,PROD-0166,2,1130.16,0.0,2260.32
ITEM-0005744,ORD-003055,PROD-0132,10,204.54,0.05,1943.13
ITEM-0005745,ORD-003056,PROD-0037,4,194.0,0.05,737.2
ITEM-0005746,ORD-003056,PROD-0106,7,138.32,0.15,823.0
ITEM-0005747,ORD-003056,PROD-0156,1,59.84,0.0,59.84
ITEM-0005748,ORD-003057,PROD-0088,1,988.75,0.0,988.75
ITEM-0005749,ORD-003057,PROD-0171,7,36.43,0.0,255.01
ITEM-0005750,ORD-003057,PROD-0074,1,1280.38,0.0,1280.38
ITEM-0005751,ORD-003057,PROD-0085,9,452.17,0.0,4069.53
ITEM-0005752,ORD-003058,PROD-0110,3,96.97,0.0,290.91
ITEM-0005753,ORD-003058,PROD-0098,8,429.45,0.0,3435.6
ITEM-0005754,ORD-003058,PROD-0133,8,1137.33,0.0,9098.64
ITEM-0005755,ORD-003059,PROD-0190,1,504.18,0.2,403.34
ITEM-0005756,ORD-003059,PROD-0112,6,735.69,0.0,4414.14
ITEM-0005757,ORD-003059,PROD-0122,7,758.35,0.1,4777.6
ITEM-0005758,ORD-003060,PROD-0033,5,621.87,0.0,3109.35
ITEM-0005759,ORD-003061,PROD-0003,7,660.69,0.0,4624.83
ITEM-0005760,ORD-003062,PROD-0115,2,854.46,0.0,1708.92
ITEM-0005761,ORD-003062,PROD-0149,7,460.24,0.1,2899.51
ITEM-0005762,ORD-003063,PROD-0020,1,1173.88,0.1,1056.49
ITEM-0005763,ORD-003063,PROD-0177,8,76.63,0.0,613.04
ITEM-0005764,ORD-003063,PROD-0197,7,1117.0,0.1,7037.1
ITEM-0005765,ORD-003063,PROD-0039,3,750.26,0.0,2250.78
ITEM-0005766,ORD-003063,PROD-0185,7,1018.9,0.0,7132.3
ITEM-0005767,ORD-003064,PROD-0131,5,543.26,0.0,2716.3
ITEM-0005768,ORD-003064,PROD-0163,4,825.48,0.0,3301.92
ITEM-0005769,ORD-003064,PROD-0019,9,459.14,0.0,4132.26
ITEM-0005770,ORD-003064,PROD-0089,6,624.98,0.0,3749.88
ITEM-0005771,ORD-003065,PROD-0060,1,728.45,0.0,728.45
ITEM-0005772,ORD-003066,PROD-0182,1,454.99,0.0,454.99
ITEM-0005773,ORD-003066,PROD-0127,10,997.77,0.0,9977.7
ITEM-0005774,ORD-003067,PROD-0190,6,504.18,0.0,3025.08
ITEM-0005775,ORD-003068,PROD-0105,4,661.37,0.0,2645.48
ITEM-0005776,ORD-003069,PROD-0101,8,166.09,0.0,1328.72
ITEM-0005777,ORD-003069,PROD-0006,3,242.68,0.0,728.04
ITEM-0005778,ORD-003070,PROD-0033,4,621.87,0.05,2363.11
ITEM-0005779,ORD-003070,PROD-0054,5,151.46,0.05,719.44
ITEM-0005780,ORD-003070,PROD-0059,7,862.76,0.0,6039.32
ITEM-0005781,ORD-003070,PROD-0069,2,788.63,0.0,1577.26
ITEM-0005782,ORD-003071,PROD-0051,8,807.64,0.1,5815.01
ITEM-0005783,ORD-003071,PROD-0064,7,300.46,0.0,2103.22
ITEM-0005784,ORD-003071,PROD-0190,3,504.18,0.1,1361.29
ITEM-0005785,ORD-003072,PROD-0113,4,1033.12,0.0,4132.48
ITEM-0005786,ORD-003072,PROD-0122,2,758.35,0.0,1516.7
ITEM-0005787,ORD-003072,PROD-0191,4,277.55,0.0,1110.2
ITEM-0005788,ORD-003073,PROD-0048,4,762.45,0.0,3049.8
ITEM-0005789,ORD-003073,PROD-0075,7,19.26,0.2,107.86
ITEM-0005790,ORD-003074,PROD-0151,2,505.68,0.05,960.79
ITEM-0005791,ORD-003075,PROD-0054,1,151.46,0.0,151.46
ITEM-0005792,ORD-003075,PROD-0198,10,606.19,0.0,6061.9
ITEM-0005793,ORD-003075,PROD-0171,5,36.43,0.0,182.15
ITEM-0005794,ORD-003075,PROD-0035,5,706.27,0.05,3354.78
ITEM-0005795,ORD-003076,PROD-0195,2,511.0,0.05,970.9
ITEM-0005796,ORD-003076,PROD-0113,7,1033.12,0.0,7231.84
ITEM-0005797,ORD-003077,PROD-0147,5,156.2,0.0,781.0
ITEM-0005798,ORD-003078,PROD-0041,3,394.03,0.0,1182.09
ITEM-0005799,ORD-003079,PROD-0090,4,529.93,0.0,2119.72
ITEM-0005800,ORD-003080,PROD-0126,2,776.62,0.05,1475.58
ITEM-0005801,ORD-003081,PROD-0043,7,925.72,0.15,5508.03
ITEM-0005802,ORD-003081,PROD-0008,6,215.21,0.0,1291.26
ITEM-0005803,ORD-003081,PROD-0100,5,841.3,0.0,4206.5
ITEM-0005804,ORD-003081,PROD-0068,5,439.28,0.05,2086.58
ITEM-0005805,ORD-003082,PROD-0169,2,840.72,0.0,1681.44
ITEM-0005806,ORD-003082,PROD-0065,4,958.58,0.05,3642.6
ITEM-0005807,ORD-003083,PROD-0195,8,511.0,0.0,4088.0
ITEM-0005808,ORD-003084,PROD-0126,3,776.62,0.0,2329.86
ITEM-0005809,ORD-003085,PROD-0016,8,1119.14,0.0,8953.12
ITEM-0005810,ORD-003085,PROD-0147,8,156.2,0.0,1249.6
ITEM-0005811,ORD-003086,PROD-0120,7,1270.45,0.0,8893.15
ITEM-0005812,ORD-003087,PROD-0126,9,776.62,0.0,6989.58
ITEM-0005813,ORD-003088,PROD-0079,6,729.24,0.0,4375.44
ITEM-0005814,ORD-003089,PROD-0092,8,576.45,0.0,4611.6
ITEM-0005815,ORD-003090,PROD-0054,7,151.46,0.15,901.19
ITEM-0005816,ORD-003091,PROD-0173,1,172.76,0.0,172.76
ITEM-0005817,ORD-003092,PROD-0111,7,999.24,0.0,6994.68
ITEM-0005818,ORD-003093,PROD-0171,4,36.43,0.05,138.43
ITEM-0005819,ORD-003094,PROD-0042,5,621.11,0.1,2795.0
ITEM-0005820,ORD-003094,PROD-0037,10,194.0,0.0,1940.0
ITEM-0005821,ORD-003095,PROD-0185,5,1018.9,0.0,5094.5
ITEM-0005822,ORD-003095,PROD-0035,3,706.27,0.0,2118.81
ITEM-0005823,ORD-003096,PROD-0021,10,290.42,0.0,2904.2
ITEM-0005824,ORD-003097,PROD-0155,1,1239.15,0.0,1239.15
ITEM-0005825,ORD-003098,PROD-0126,5,776.62,0.1,3494.79
ITEM-0005826,ORD-003099,PROD-0014,7,100.48,0.15,597.86
ITEM-0005827,ORD-003099,PROD-0043,2,925.72,0.0,1851.44
ITEM-0005828,ORD-003099,PROD-0198,8,606.19,0.0,4849.52
ITEM-0005829,ORD-003100,PROD-0099,6,1435.67,0.0,8614.02
ITEM-0005830,ORD-003101,PROD-0019,6,459.14,0.1,2479.36
ITEM-0005831,ORD-003101,PROD-0151,2,505.68,0.05,960.79
ITEM-0005832,ORD-003101,PROD-0092,9,576.45,0.0,5188.05
ITEM-0005833,ORD-003101,PROD-0102,9,107.15,0.0,964.35
ITEM-0005834,ORD-003101,PROD-0042,8,621.11,0.0,4968.88
ITEM-0005835,ORD-003102,PROD-0183,1,1123.54,0.0,1123.54
ITEM-0005836,ORD-003103,PROD-0068,2,439.28,0.0,878.56
ITEM-0005837,ORD-003104,PROD-0188,8,592.89,0.0,4743.12
ITEM-0005838,ORD-003105,PROD-0050,10,107.01,0.0,1070.1
ITEM-0005839,ORD-003106,PROD-0067,10,539.18,0.0,5391.8
ITEM-0005840,ORD-003107,PROD-0118,10,319.68,0.15,2717.28
ITEM-0005841,ORD-003108,PROD-0048,4,762.45,0.0,3049.8
ITEM-0005842,ORD-003108,PROD-0042,3,621.11,0.0,1863.33
ITEM-0005843,ORD-003108,PROD-0139,5,40.73,0.0,203.65
ITEM-0005844,ORD-003109,PROD-0086,3,597.77,0.0,1793.31
ITEM-0005845,ORD-003110,PROD-0099,1,1435.67,0.0,1435.67
ITEM-0005846,ORD-003110,PROD-0087,3,370.37,0.05,1055.55
ITEM-0005847,ORD-003111,PROD-0149,5,460.24,0.2,1840.96
ITEM-0005848,ORD-003111,PROD-0106,9,138.32,0.0,1244.88
ITEM-0005849,ORD-003111,PROD-0179,4,754.83,0.0,3019.32
ITEM-0005850,ORD-003112,PROD-0082,8,98.38,0.0,787.04
ITEM-0005851,ORD-003112,PROD-0191,5,277.55,0.15,1179.59
ITEM-0005852,ORD-003112,PROD-0066,5,899.69,0.0,4498.45
ITEM-0005853,ORD-003113,PROD-0105,5,661.37,0.0,3306.85
ITEM-0005854,ORD-003113,PROD-0131,2,543.26,0.0,1086.52
ITEM-0005855,ORD-003114,PROD-0145,8,596.1,0.0,4768.8
ITEM-0005856,ORD-003115,PROD-0198,3,606.19,0.0,1818.57
ITEM-0005857,ORD-003116,PROD-0048,4,762.45,0.0,3049.8
ITEM-0005858,ORD-003117,PROD-0039,5,750.26,0.15,3188.6
ITEM-0005859,ORD-003117,PROD-0133,6,1137.33,0.0,6823.98
ITEM-0005860,ORD-003118,PROD-0180,7,245.04,0.1,1543.75
ITEM-0005861,ORD-003118,PROD-0025,6,646.11,0.0,3876.66
ITEM-0005862,ORD-003119,PROD-0120,4,1270.45,0.0,5081.8
ITEM-0005863,ORD-003120,PROD-0004,9,364.85,0.0,3283.65
ITEM-0005864,ORD-003120,PROD-0111,7,999.24,0.0,6994.68
ITEM-0005865,ORD-003120,PROD-0087,10,370.37,0.0,3703.7
ITEM-0005866,ORD-003120,PROD-0069,5,788.63,0.0,3943.15
ITEM-0005867,ORD-003121,PROD-0197,8,1117.0,0.0,8936.0
ITEM-0005868,ORD-003122,PROD-0109,10,335.59,0.0,3355.9
ITEM-0005869,ORD-003122,PROD-0042,1,621.11,0.0,621.11
ITEM-0005870,ORD-003122,PROD-0030,3,29.07,0.0,87.21
ITEM-0005871,ORD-003123,PROD-0141,6,374.68,0.0,2248.08
ITEM-0005872,ORD-003124,PROD-0125,5,779.36,0.0,3896.8
ITEM-0005873,ORD-003124,PROD-0041,9,394.03,0.0,3546.27
ITEM-0005874,ORD-003124,PROD-0120,6,1270.45,0.0,7622.7
ITEM-0005875,ORD-003124,PROD-0066,4,899.69,0.0,3598.76
ITEM-0005876,ORD-003124,PROD-0119,7,412.68,0.0,2888.76
ITEM-0005877,ORD-003125,PROD-0145,3,596.1,0.05,1698.88
ITEM-0005878,ORD-003126,PROD-0040,7,1101.28,0.0,7708.96
ITEM-0005879,ORD-003127,PROD-0093,9,138.88,0.0,1249.92
ITEM-0005880,ORD-003128,PROD-0078,10,1521.79,0.0,15217.9
ITEM-0005881,ORD-003129,PROD-0158,1,217.55,0.0,217.55
ITEM-0005882,ORD-003129,PROD-0024,5,517.32,0.0,2586.6
ITEM-0005883,ORD-003130,PROD-0087,8,370.37,0.0,2962.96
ITEM-0005884,ORD-003130,PROD-0122,3,758.35,0.0,2275.05
ITEM-0005885,ORD-003131,PROD-0002,4,119.88,0.1,431.57
ITEM-0005886,ORD-003132,PROD-0173,9,172.76,0.0,1554.84
ITEM-0005887,ORD-003133,PROD-0165,7,547.01,0.1,3446.16
ITEM-0005888,ORD-003134,PROD-0135,5,751.38,0.0,3756.9
ITEM-0005889,ORD-003134,PROD-0056,2,84.67,0.0,169.34
ITEM-0005890,ORD-003134,PROD-0034,1,561.33,0.0,561.33
ITEM-0005891,ORD-003134,PROD-0045,1,30.3,0.0,30.3
ITEM-0005892,ORD-003135,PROD-0031,10,349.7,0.0,3497.0
ITEM-0005893,ORD-003136,PROD-0175,6,875.37,0.05,4989.61
ITEM-0005894,ORD-003137,PROD-0192,4,715.59,0.15,2433.01
ITEM-0005895,ORD-003138,PROD-0175,9,875.37,0.0,7878.33
ITEM-0005896,ORD-003138,PROD-0071,6,315.67,0.0,1894.02
ITEM-0005897,ORD-003139,PROD-0189,6,469.83,0.0,2818.98
ITEM-0005898,ORD-003140,PROD-0108,8,155.22,0.1,1117.58
ITEM-0005899,ORD-003141,PROD-0115,5,854.46,0.0,4272.3
ITEM-0005900,ORD-003142,PROD-0180,3,245.04,0.0,735.12
ITEM-0005901,ORD-003142,PROD-0162,2,512.39,0.0,1024.78
ITEM-0005902,ORD-003143,PROD-0096,7,224.97,0.15,1338.57
ITEM-0005903,ORD-003144,PROD-0109,5,335.59,0.0,1677.95
ITEM-0005904,ORD-003145,PROD-0059,4,862.76,0.2,2760.83
ITEM-0005905,ORD-003146,PROD-0106,6,138.32,0.0,829.92
ITEM-0005906,ORD-003147,PROD-0030,10,29.07,0.0,290.7
ITEM-0005907,ORD-003147,PROD-0046,10,772.87,0.2,6182.96
ITEM-0005908,ORD-003148,PROD-0060,1,728.45,0.0,728.45
ITEM-0005909,ORD-003148,PROD-0032,1,463.63,0.0,463.63
ITEM-0005910,ORD-003148,PROD-0126,10,776.62,0.0,7766.2
ITEM-0005911,ORD-003149,PROD-0029,4,760.34,0.0,3041.36
ITEM-0005912,ORD-003149,PROD-0154,8,1487.91,0.0,11903.28
ITEM-0005913,ORD-003150,PROD-0006,9,242.68,0.0,2184.12
ITEM-0005914,ORD-003150,PROD-0133,2,1137.33,0.0,2274.66
ITEM-0005915,ORD-003151,PROD-0078,5,1521.79,0.0,7608.95
ITEM-0005916,ORD-003151,PROD-0159,7,413.37,0.05,2748.91
ITEM-0005917,ORD-003151,PROD-0015,1,191.41,0.0,191.41
ITEM-0005918,ORD-003152,PROD-0115,5,854.46,0.0,4272.3
ITEM-0005919,ORD-003152,PROD-0147,8,156.2,0.05,1187.12
