order_id,customer_id,order_date,ship_mode,region,ship_date
ORD-007378,CUST-04488,2021-02-02,First Class,North,2021-02-03
ORD-007379,CUST-04478,2023-04-07,Standard Class,West,2023-04-10
ORD-007380,CUST-02590,2021-03-07,Standard Class,South,2021-03-10
ORD-007381,CUST-04702,2021-12-12,First Class,East,2021-12-17
ORD-007382,CUST-04212,2022-03-17,Standard Class,West,2022-03-23
ORD-007383,CUST-00509,2021-04-27,Standard Class,South,2021-04-28
ORD-007384,CUST-01464,2022-09-25,Standard Class,North,2022-10-01
ORD-007385,CUST-03363,2021-08-21,Second Class,South,2021-08-23
ORD-007386,CUST-03111,2021-05-04,Standard Class,East,2021-05-05
ORD-007387,CUST-01048,2022-07-30,Second Class,Central,2022-08-04
ORD-007388,CUST-04872,2021-08-18,Standard Class,Central,2021-08-21
ORD-007389,CUST-04436,2022-05-14,Standard Class,North,2022-05-19
ORD-007390,CUST-00169,2021-09-22,Standard Class,East,2021-09-24
ORD-007391,CUST-01562,2021-12-15,Standard Class,East,2021-12-16
ORD-007392,CUST-03173,2023-03-15,Standard Class,West,2023-03-21
ORD-007393,CUST-00575,2021-12-30,Standard Class,Central,2022-01-01
ORD-007394,CUST-01743,2023-02-27,Standard Class,West,2023-03-05
ORD-007395,CUST-04571,2021-02-17,Standard Class,East,2021-02-23
ORD-007396,CUST-04017,2023-02-28,Standard Class,North,2023-03-06
ORD-007397,CUST-02359,2023-06-18,Second Class,Central,2023-06-19
ORD-007398,CUST-04025,2022-07-25,Second Class,West,2022-07-30
ORD-007399,CUST-00531,2021-10-01,Standard Class,North,2021-10-03
ORD-007400,CUST-00991,2023-07-07,Standard Class,East,2023-07-12
ORD-007401,CUST-02121,2021-06-04,Standard Class,South,2021-06-09
ORD-007402,CUST-04965,2023-05-24,Second Class,South,2023-05-29
ORD-007403,CUST-02442,2022-12-08,Second Class,Central,2022-12-14
ORD-007404,CUST-02529,2023-06-14,Standard Class,North,2023-06-16
ORD-007405,CUST-02521,2022-06-12,First Class,West,2022-06-13
ORD-007406,CUST-04409,2022-09-11,Same Day,North,2022-09-16
ORD-007407,CUST-01462,2022-11-17,Same Day,Central,2022-11-22
ORD-007408,CUST-00952,2021-04-17,Same Day,East,2021-04-20
ORD-007409,CUST-00965,2022-12-25,First Class,North,2022-12-31
ORD-007410,CUST-02135,2021-02-21,Standard Class,Central,2021-02-27
ORD-007411,CUST-04455,2023-08-07,Standard Class,Central,2023-08-10
ORD-007412,CUST-00695,2023-08-27,First Class,West,2023-08-29
ORD-007413,CUST-02245,2022-03-25,Standard Class,East,2022-03-31
ORD-007414,CUST-02804,2023-03-30,Standard Class,North,2023-04-05
ORD-007415,CUST-03912,2022-04-14,Standard Class,Central,2022-04-18
ORD-007416,CUST-03025,2023-09-13,Second Class,East,2023-09-18
ORD-007417,CUST-01409,2023-05-12,Standard Class,West,2023-05-14
ORD-007418,CUST-04594,2023-02-13,Standard Class,Central,2023-02-14
ORD-007419,CUST-02979,2021-04-24,Second Class,West,2021-04-30
ORD-007420,CUST-00462,2023-09-26,Same Day,East,2023-10-02
ORD-007421,CUST-01618,2021-04-19,Standard Class,West,2021-04-21
ORD-007422,CUST-00417,2023-03-12,Second Class,North,2023-03-17
ORD-007423,CUST-01389,2022-09-18,Standard Class,West,2022-09-19
ORD-007424,CUST-04368,2022-09-17,Standard Class,South,2022-09-23
ORD-007425,CUST-04488,2023-03-12,Standard Class,South,2023-03-15
ORD-007426,CUST-02595,2023-05-29,First Class,South,2023-06-03
ORD-007427,CUST-04821,2023-08-29,First Class,South,2023-09-01
ORD-007428,CUST-01747,2021-04-15,Second Class,North,2021-04-20
ORD-007429,CUST-03502,2023-04-24,Standard Class,Central,2023-04-30
ORD-007430,CUST-02860,2022-07-30,Second Class,South,2022-07-31
ORD-007431,CUST-03979,2021-02-12,Standard Class,South,2021-02-17
ORD-007432,CUST-04491,2022-06-04,Standard Class,Central,2022-06-09
ORD-007433,CUST-04758,2021-04-18,Second Class,South,2021-04-20
ORD-007434,CUST-00853,2021-06-21,Second Class,Central,2021-06-25
ORD-007435,CUST-03291,2022-10-08,First Class,South,2022-10-10
ORD-007436,CUST-01712,2021-05-01,Standard Class,Central,2021-05-05
ORD-007437,CUST-02526,2023-06-11,First Class,Central,2023-06-15
ORD-007438,CUST-03647,2021-07-30,Standard Class,East,2021-08-05
ORD-007439,CUST-02031,2023-07-22,Standard Class,West,2023-07-23
ORD-007440,CUST-00237,2022-01-06,First Class,Central,2022-01-11
ORD-007441,CUST-01057,2021-06-10,Standard Class,South,2021-06-13
ORD-007442,CUST-02261,2023-01-16,Standard Class,North,2023-01-21
ORD-007443,CUST-02427,2021-10-27,Second Class,Central,2021-10-31
ORD-007444,CUST-01026,2022-12-27,First Class,South,2022-12-31
ORD-007445,CUST-00909,2022-03-29,Standard Class,Central,2022-04-04
ORD-007446,CUST-00450,2023-02-20,Standard Class,East,2023-02-21
ORD-007447,CUST-00569,2022-06-03,Second Class,North,2022-06-05
ORD-007448,CUST-03499,2022-05-26,Second Class,North,2022-05-30
ORD-007449,CUST-02861,2023-01-21,First Class,South,2023-01-25
ORD-007450,CUST-02327,2023-06-11,Second Class,West,2023-06-13
ORD-007451,CUST-04310,2021-04-12,Standard Class,East,2021-04-15
ORD-007452,CUST-01309,2021-06-07,Standard Class,West,2021-06-09
ORD-007453,CUST-00718,2022-10-25,Standard Class,North,2022-10-27
ORD-007454,CUST-00970,2022-01-08,Standard Class,North,2022-01-10
ORD-007455,CUST-03346,2021-12-09,Standard Class,West,2021-12-13
ORD-007456,CUST-02486,2023-04-19,Standard Class,Central,2023-04-22
ORD-007457,CUST-03656,2021-05-22,Standard Class,West,2021-05-23
ORD-007458,CUST-02719,2021-05-06,Standard Class,West,2021-05-07
ORD-007459,CUST-00904,2023-05-19,Standard Class,Central,2023-05-20
ORD-007460,CUST-01451,2021-07-26,Standard Class,Central,2021-08-01
ORD-007461,CUST-01456,2022-03-26,Standard Class,Central,2022-03-31
ORD-007462,CUST-04231,2023-09-20,Standard Class,East,2023-09-25
ORD-007463,CUST-00532,2022-03-02,Standard Class,North,2022-03-03
ORD-007464,CUST-02268,2023-02-27,Standard Class,North,2023-03-02
ORD-007465,CUST-00333,2023-02-27,Second Class,Central,2023-03-01
ORD-007466,CUST-01322,2021-01-07,First Class,Central,2021-01-09
ORD-007467,CUST-04053,2021-09-09,Standard Class,East,2021-09-13
ORD-007468,CUST-01709,2023-05-05,Second Class,East,2023-05-09
ORD-007469,CUST-03527,2023-04-09,Second Class,South,2023-04-13
ORD-007470,CUST-00401,2022-05-01,Standard Class,West,2022-05-03
ORD-007471,CUST-03631,2021-12-16,First Class,North,2021-12-22
ORD-007472,CUST-03038,2021-10-21,Second Class,North,2021-10-26
ORD-007473,CUST-03992,2022-06-02,Standard Class,East,2022-06-07
ORD-007474,CUST-01479,2021-06-25,Second Class,West,2021-07-01
ORD-007475,CUST-01915,2021-03-29,Same Day,East,2021-03-30
ORD-007476,CUST-01058,2021-09-30,First Class,South,2021-10-04
ORD-007477,CUST-02994,2022-01-17,Same Day,South,2022-01-22
ORD-007478,CUST-00042,2023-01-03,Standard Class,South,2023-01-07
ORD-007479,CUST-04897,2023-02-12,Standard Class,East,2023-02-14
ORD-007480,CUST-02171,2022-03-01,Standard Class,West,2022-03-04
ORD-007481,CUST-00027,2022-01-05,Standard Class,Central,2022-01-09
ORD-007482,CUST-03534,2022-10-07,Standard Class,North,2022-10-08
ORD-007483,CUST-02619,2022-11-12,First Class,Central,2022-11-15
ORD-007484,CUST-01171,2021-09-09,Second Class,West,2021-09-12
ORD-007485,CUST-03699,2021-06-05,Second Class,East,2021-06-10
ORD-007486,CUST-00711,2023-02-11,Standard Class,East,2023-02-14
ORD-007487,CUST-03200,2023-02-11,Standard Class,East,2023-02-12
ORD-007488,CUST-02424,2022-06-27,Second Class,South,2022-07-02
ORD-007489,CUST-02019,2022-03-08,Standard Class,South,2022-03-14
ORD-007490,CUST-04761,2023-03-18,Second Class,South,2023-03-21
ORD-007491,CUST-04879,2021-08-22,Standard Class,Central,2021-08-25
ORD-007492,CUST-02899,2021-05-22,Standard Class,North,2021-05-28
ORD-007493,CUST-02048,2023-04-02,Standard Class,East,2023-04-03
ORD-007494,CUST-01559,2022-03-16,Standard Class,East,2022-03-22
ORD-007495,CUST-03595,2022-02-28,Second Class,Central,2022-03-05
ORD-007496,CUST-01723,2023-07-30,Standard Class,North,2023-08-04
ORD-007497,CUST-04053,2022-02-24,Same Day,North,2022-03-02
ORD-007498,CUST-01652,2023-07-09,Second Class,Central,2023-07-12
ORD-007499,CUST-01779,2022-04-15,Second Class,East,2022-04-21
ORD-007500,CUST-00684,2023-09-02,Standard Class,West,2023-09-03
ORD-007501,CUST-01280,2023-05-23,Standard Class,West,2023-05-29
ORD-007502,CUST-02295,2022-06-13,Standard Class,North,2022-06-15
ORD-007503,CUST-02011,2023-03-25,First Class,North,2023-03-26
ORD-007504,CUST-01216,2022-11-30,Standard Class,East,2022-12-03
ORD-007505,CUST-02583,2022-01-06,Standard Class,North,2022-01-09
ORD-007506,CUST-01894,2023-08-25,Standard Class,Central,2023-08-27
ORD-007507,CUST-00314,2021-01-31,Second Class,West,2021-02-02
ORD-007508,CUST-03995,2022-03-30,Second Class,West,2022-04-04
ORD-007509,CUST-00444,2021-05-30,Standard Class,North,2021-06-05
ORD-007510,CUST-01672,2023-02-28,Second Class,Central,2023-03-03
ORD-007511,CUST-02917,2021-01-11,Same Day,North,2021-01-16
ORD-007512,CUST-03267,2023-01-05,Standard Class,North,2023-01-08
ORD-007513,CUST-04678,2023-04-06,Standard Class,Central,2023-04-07
ORD-007514,CUST-04644,2022-06-14,Standard Class,Central,2022-06-18
ORD-007515,CUST-03096,2023-08-25,Same Day,South,2023-08-30
ORD-007516,CUST-04561,2021-03-13,Standard Class,West,2021-03-18
ORD-007517,CUST-01865,2021-03-28,Standard Class,North,2021-04-02
ORD-007518,CUST-00716,2021-12-13,Standard Class,East,2021-12-19
ORD-007519,CUST-00892,2021-11-19,Same Day,North,2021-11-23
ORD-007520,CUST-03808,2022-02-16,Second Class,North,2022-02-20
ORD-007521,CUST-00501,2023-03-02,Standard Class,East,2023-03-04
ORD-007522,CUST-02783,2021-06-18,Standard Class,West,2021-06-21
ORD-007523,CUST-02641,2022-03-21,First Class,South,2022-03-22
ORD-007524,CUST-04503,2021-03-04,Second Class,Central,2021-03-09
ORD-007525,CUST-01354,2022-02-07,Standard Class,South,2022-02-09
ORD-007526,CUST-00703,2023-02-17,Second Class,North,2023-02-22
ORD-007527,CUST-02334,2021-02-07,Standard Class,North,2021-02-10
ORD-007528,CUST-02195,2022-11-08,Second Class,East,2022-11-12
ORD-007529,CUST-02010,2023-08-03,Standard Class,East,2023-08-09
ORD-007530,CUST-00384,2022-10-19,Standard Class,North,2022-10-22
ORD-007531,CUST-02059,2021-06-04,Standard Class,South,2021-06-07
ORD-007532,CUST-02324,2023-07-14,Standard Class,South,2023-07-17
ORD-007533,CUST-00886,2022-08-12,Standard Class,West,2022-08-14
ORD-007534,CUST-01592,2021-03-01,Standard Class,North,2021-03-04
ORD-007535,CUST-04399,2022-10-09,Standard Class,Central,2022-10-12
ORD-007536,CUST-02252,2023-01-01,First Class,Central,2023-01-04
ORD-007537,CUST-04441,2023-03-30,First Class,South,2023-03-31
ORD-007538,CUST-01784,2022-11-08,Standard Class,East,2022-11-10
ORD-007539,CUST-04922,2023-06-16,Second Class,East,2023-06-18
ORD-007540,CUST-04118,2022-06-17,Second Class,South,2022-06-18
ORD-007541,CUST-02584,2023-09-24,Standard Class,West,2023-09-26
ORD-007542,CUST-01730,2021-10-30,Standard Class,North,2021-11-04
ORD-007543,CUST-00263,2022-03-06,Standard Class,Central,2022-03-08
ORD-007544,CUST-02632,2022-02-16,Standard Class,South,2022-02-18
ORD-007545,CUST-03827,2023-06-27,Second Class,East,2023-06-30
ORD-007546,CUST-02431,2022-11-29,Standard Class,North,2022-11-30
ORD-007547,CUST-00392,2022-12-19,Standard Class,Central,2022-12-23
ORD-007548,CUST-02937,2022-07-21,Second Class,West,2022-07-27
ORD-007549,CUST-03673,2023-06-14,Standard Class,South,2023-06-17
ORD-007550,CUST-00540,2021-11-08,Standard Class,North,2021-11-13
ORD-007551,CUST-01116,2023-01-09,Second Class,Central,2023-01-11
ORD-007552,CUST-00884,2023-01-31,Second Class,West,2023-02-03
ORD-007553,CUST-04324,2021-11-18,Standard Class,East,2021-11-22
ORD-007554,CUST-02420,2023-07-21,Standard Class,North,2023-07-26
ORD-007555,CUST-01400,2021-12-19,Second Class,South,2021-12-21
ORD-007556,CUST-01577,2021-01-09,First Class,Central,2021-01-11
ORD-007557,CUST-02085,2023-04-27,Same Day,East,2023-05-01
ORD-007558,CUST-04787,2021-10-14,Standard Class,East,2021-10-20
ORD-007559,CUST-01536,2023-07-11,Standard Class,Central,2023-07-15
ORD-007560,CUST-04754,2022-06-25,First Class,Central,2022-06-29
ORD-007561,CUST-00090,2022-09-18,Standard Class,Central,2022-09-23
ORD-007562,CUST-04191,2023-08-01,Standard Class,North,2023-08-07
ORD-007563,CUST-01655,2021-05-31,Standard Class,South,2021-06-05
ORD-007564,CUST-01902,2022-12-19,Standard Class,East,2022-12-22
ORD-007565,CUST-02680,2022-02-18,Standard Class,West,2022-02-22
ORD-007566,CUST-02171,2022-04-02,Standard Class,Central,2022-04-04
ORD-007567,CUST-00366,2022-10-22,Same Day,South,2022-10-23
ORD-007568,CUST-03961,2021-07-30,Second Class,West,2021-08-01
ORD-007569,CUST-02373,2023-06-28,Standard Class,North,2023-07-02
ORD-007570,CUST-00519,2022-07-12,Standard Class,East,2022-07-14
ORD-007571,CUST-04992,2022-10-02,Second Class,South,2022-10-05
ORD-007572,CUST-03711,2023-03-19,First Class,South,2023-03-23
ORD-007573,CUST-00830,2022-09-26,Standard Class,East,2022-10-01
ORD-007574,CUST-02634,2022-10-30,Standard Class,East,2022-10-31
ORD-007575,CUST-00271,2022-03-29,Standard Class,Central,2022-04-02
ORD-007576,CUST-02987,2022-12-16,Standard Class,East,2022-12-18
ORD-007577,CUST-03539,2021-12-20,Standard Class,South,2021-12-26
ORD-007578,CUST-04565,2023-06-28,Standard Class,Central,2023-06-30
ORD-007579,CUST-04815,2023-04-12,Standard Class,East,2023-04-16
ORD-007580,CUST-01008,2023-03-12,Second Class,West,2023-03-18
ORD-007581,CUST-02318,2022-10-27,Standard Class,West,2022-11-01
ORD-007582,CUST-00605,2022-02-19,Standard Class,East,2022-02-24
ORD-007583,CUST-04474,2023-03-06,Standard Class,South,2023-03-10
ORD-007584,CUST-00177,2021-07-22,Second Class,Central,2021-07-24
ORD-007585,CUST-02322,2023-06-22,Standard Class,Central,2023-06-24
ORD-007586,CUST-01715,2021-11-05,First Class,Central,2021-11-10
ORD-007587,CUST-00637,2021-03-28,Standard Class,North,2021-04-03
ORD-007588,CUST-02624,2021-02-07,Standard Class,East,2021-02-09
ORD-007589,CUST-04156,2022-07-05,Standard Class,North,2022-07-06
ORD-007590,CUST-02779,2021-12-09,Standard Class,North,2021-12-10
ORD-007591,CUST-03753,2022-02-04,Standard Class,West,2022-02-05
ORD-007592,CUST-00661,2023-01-13,Standard Class,Central,2023-01-14
ORD-007593,CUST-04366,2023-01-07,Standard Class,North,2023-01-10
ORD-007594,CUST-03188,2023-01-28,First Class,South,2023-01-29
ORD-007595,CUST-04341,2023-06-20,Standard Class,East,2023-06-23
ORD-007596,CUST-04756,2021-05-10,Standard Class,South,2021-05-12
ORD-007597,CUST-00085,2022-06-17,Standard Class,Central,2022-06-23
ORD-007598,CUST-03671,2022-07-08,Second Class,West,2022-07-13
ORD-007599,CUST-00907,2021-10-18,Standard Class,South,2021-10-24
ORD-007600,CUST-03522,2021-08-07,Standard Class,South,2021-08-08
ORD-007601,CUST-01876,2021-04-06,Standard Class,North,2021-04-07
ORD-007602,CUST-03959,2022-06-08,Standard Class,South,2022-06-09
ORD-007603,CUST-02137,2022-07-20,Second Class,West,2022-07-26
ORD-007604,CUST-02597,2021-11-16,Second Class,South,2021-11-19
ORD-007605,CUST-00854,2022-06-18,Same Day,South,2022-06-19
ORD-007606,CUST-00507,2021-12-15,Standard Class,Central,2021-12-18
ORD-007607,CUST-00408,2023-02-15,Standard Class,West,2023-02-16
ORD-007608,CUST-00524,2022-10-13,Standard Class,South,2022-10-19
ORD-007609,CUST-03051,2021-06-13,Standard Class,Central,2021-06-18
ORD-007610,CUST-02398,2021-01-24,Second Class,East,2021-01-25
ORD-007611,CUST-02900,2021-01-29,Same Day,South,2021-02-01
ORD-007612,CUST-00328,2023-07-01,Standard Class,South,2023-07-06
ORD-007613,CUST-01836,2023-03-27,Standard Class,Central,2023-03-29
ORD-007614,CUST-01310,2022-07-07,Standard Class,Central,2022-07-09
ORD-007615,CUST-04719,2022-08-30,First Class,Central,2022-09-04
ORD-007616,CUST-02536,2021-09-22,Standard Class,South,2021-09-24
ORD-007617,CUST-02042,2021-09-05,Same Day,North,2021-09-10
ORD-007618,CUST-02535,2023-05-03,Second Class,North,2023-05-04
ORD-007619,CUST-02193,2023-03-04,Second Class,Central,2023-03-06
ORD-007620,CUST-00756,2021-11-08,Standard Class,North,2021-11-12
ORD-007621,CUST-00146,2023-01-14,Same Day,East,2023-01-18
ORD-007622,CUST-03823,2022-03-09,Second Class,North,2022-03-14
ORD-007623,CUST-03575,2022-06-02,Standard Class,North,2022-06-06
ORD-007624,CUST-01628,2021-04-24,Standard Class,South,2021-04-29
ORD-007625,CUST-04924,2023-01-20,Standard Class,North,2023-01-22
ORD-007626,CUST-01859,2021-03-03,Standard Class,Central,2021-03-08
ORD-007627,CUST-04723,2023-05-12,Standard Class,South,2023-05-18
ORD-007628,CUST-03599,2022-01-17,Same Day,North,2022-01-22
ORD-007629,CUST-00630,2021-09-23,Second Class,East,2021-09-24
ORD-007630,CUST-03167,2022-10-05,Second Class,South,2022-10-11
ORD-007631,CUST-03519,2022-06-04,Second Class,South,2022-06-06
ORD-007632,CUST-04353,2021-12-29,Standard Class,South,2022-01-03
ORD-007633,CUST-03915,2021-05-07,Standard Class,North,2021-05-09
ORD-007634,CUST-00905,2021-02-18,Standard Class,Central,2021-02-22
ORD-007635,CUST-02618,2023-02-14,First Class,West,2023-02-19
ORD-007636,CUST-02790,2022-10-29,Standard Class,West,2022-11-02
ORD-007637,CUST-00108,2023-08-22,Second Class,West,2023-08-23
ORD-007638,CUST-01043,2021-05-08,Second Class,North,2021-05-09
ORD-007639,CUST-01389,2022-04-05,Standard Class,East,2022-04-07
ORD-007640,CUST-01677,2021-11-02,Same Day,South,2021-11-03
ORD-007641,CUST-04256,2022-08-10,Standard Class,South,2022-08-15
ORD-007642,CUST-04196,2023-01-25,Second Class,Central,2023-01-27
ORD-007643,CUST-00265,2021-01-06,Second Class,South,2021-01-10
ORD-007644,CUST-03822,2022-04-10,Same Day,Central,2022-04-13
ORD-007645,CUST-02798,2021-12-14,First Class,North,2021-12-15
ORD-007646,CUST-03121,2021-08-30,Standard Class,West,2021-09-04
ORD-007647,CUST-00677,2023-04-05,Standard Class,Central,2023-04-09
ORD-007648,CUST-04895,2023-02-03,First Class,Central,2023-02-06
ORD-007649,CUST-03487,2022-08-19,Standard Class,South,2022-08-21
ORD-007650,CUST-02707,2022-08-03,Standard Class,North,2022-08-08
ORD-007651,CUST-03970,2023-01-02,Second Class,West,2023-01-05
ORD-007652,CUST-00608,2023-07-05,Standard Class,North,2023-07-10
ORD-007653,CUST-03426,2023-08-19,Second Class,West,2023-08-23
ORD-007654,CUST-02395,2022-10-05,Second Class,East,2022-10-09
ORD-007655,CUST-02860,2022-11-13,Second Class,North,2022-11-14
ORD-007656,CUST-04897,2022-07-01,Second Class,East,2022-07-05
ORD-007657,CUST-01161,2023-05-15,Same Day,West,2023-05-17
ORD-007658,CUST-01848,2022-09-02,Standard Class,Central,2022-09-04
ORD-007659,CUST-04058,2021-08-28,Standard Class,East,2021-09-02
ORD-007660,CUST-01492,2021-12-25,Standard Class,West,2021-12-27
ORD-007661,CUST-02022,2021-11-03,First Class,West,2021-11-07
ORD-007662,CUST-04599,2021-10-19,Standard Class,East,2021-10-22
ORD-007663,CUST-03016,2022-11-14,Second Class,North,2022-11-16
ORD-007664,CUST-04567,2023-03-15,Standard Class,Central,2023-03-19
ORD-007665,CUST-02738,2023-04-15,First Class,West,2023-04-21
ORD-007666,CUST-02049,2023-01-03,First Class,North,2023-01-07
ORD-007667,CUST-04206,2022-08-10,Second Class,West,2022-08-15
ORD-007668,CUST-03955,2022-11-20,Standard Class,West,2022-11-25
ORD-007669,CUST-00894,2021-05-24,Standard Class,West,2021-05-26
ORD-007670,CUST-01088,2023-01-02,Standard Class,North,2023-01-04
ORD-007671,CUST-04852,2022-01-22,Standard Class,South,2022-01-26
ORD-007672,CUST-04149,2022-06-17,Standard Class,Central,2022-06-19
ORD-007673,CUST-02310,2023-01-26,Standard Class,Central,2023-02-01
ORD-007674,CUST-03601,2021-09-11,Standard Class,South,2021-09-14
ORD-007675,CUST-02934,2021-04-18,Second Class,West,2021-04-24
ORD-007676,CUST-02282,2021-12-02,First Class,South,2021-12-03
ORD-007677,CUST-00073,2022-06-13,Standard Class,East,2022-06-14
ORD-007678,CUST-01381,2022-08-20,Same Day,East,2022-08-24
ORD-007679,CUST-00484,2021-07-17,Standard Class,North,2021-07-23
ORD-007680,CUST-01030,2023-04-23,Standard Class,North,2023-04-24
ORD-007681,CUST-03782,2023-03-09,Standard Class,East,2023-03-13
ORD-007682,CUST-04973,2022-01-05,Same Day,South,2022-01-09
ORD-007683,CUST-03780,2022-04-11,Standard Class,North,2022-04-17
ORD-007684,CUST-01832,2021-04-11,First Class,South,2021-04-14
ORD-007685,CUST-04955,2021-05-31,Standard Class,North,2021-06-05
ORD-007686,CUST-02021,2022-12-30,First Class,Central,2023-01-01
ORD-007687,CUST-00779,2022-03-12,Standard Class,South,2022-03-15
ORD-007688,CUST-03476,2023-04-29,Second Class,East,2023-05-04
ORD-007689,CUST-04724,2022-02-26,Same Day,East,2022-03-02
ORD-007690,CUST-03278,2021-03-25,First Class,North,2021-03-31
ORD-007691,CUST-00410,2021-04-05,First Class,South,2021-04-11
ORD-007692,CUST-01060,2021-03-05,Standard Class,West,2021-03-08
ORD-007693,CUST-02310,2022-03-12,Second Class,East,2022-03-16
ORD-007694,CUST-01601,2023-06-29,First Class,East,2023-06-30
ORD-007695,CUST-04988,2021-05-14,Standard Class,South,2021-05-20
ORD-007696,CUST-04544,2022-05-03,Second Class,South,2022-05-07
ORD-007697,CUST-02234,2021-08-08,Standard Class,North,2021-08-09
ORD-007698,CUST-01653,2022-04-02,Standard Class,West,2022-04-06
ORD-007699,CUST-01298,2021-03-21,Second Class,East,2021-03-27
ORD-007700,CUST-00352,2022-01-14,Standard Class,South,2022-01-18
ORD-007701,CUST-03223,2022-11-25,Standard Class,East,2022-12-01
ORD-007702,CUST-02432,2022-06-23,Standard Class,West,2022-06-29
ORD-007703,CUST-00465,2022-02-17,Second Class,Central,2022-02-22
ORD-007704,CUST-02514,2022-08-26,Second Class,Central,2022-08-30
ORD-007705,CUST-03167,2022-07-27,Standard Class,West,2022-07-31
ORD-007706,CUST-02210,2022-06-16,Same Day,South,2022-06-20
ORD-007707,CUST-00556,2023-03-09,Standard Class,Central,2023-03-11
ORD-007708,CUST-00300,2022-02-09,Second Class,South,2022-02-11
ORD-007709,CUST-03867,2023-06-12,Standard Class,North,2023-06-15
ORD-007710,CUST-00356,2021-09-28,Standard Class,East,2021-10-03
ORD-007711,CUST-00564,2022-08-22,Standard Class,North,2022-08-28
ORD-007712,CUST-04010,2022-05-26,Standard Class,Central,2022-05-28
ORD-007713,CUST-04889,2022-10-14,Second Class,Central,2022-10-17
ORD-007714,CUST-01023,2022-03-10,First Class,South,2022-03-13
ORD-007715,CUST-01191,2022-03-27,Standard Class,Central,2022-03-30
ORD-007716,CUST-03211,2022-12-07,Second Class,South,2022-12-12
ORD-007717,CUST-01905,2023-08-12,Standard Class,West,2023-08-18
ORD-007718,CUST-02037,2023-08-29,First Class,Central,2023-08-30
ORD-007719,CUST-01027,2022-05-17,Second Class,West,2022-05-22
ORD-007720,CUST-00256,2023-01-20,Standard Class,West,2023-01-23
ORD-007721,CUST-02419,2023-09-24,Second Class,East,2023-09-30
ORD-007722,CUST-02564,2022-03-03,First Class,South,2022-03-07
ORD-007723,CUST-02952,2023-04-24,Standard Class,West,2023-04-30
ORD-007724,CUST-00270,2021-06-16,Standard Class,East,2021-06-22
ORD-007725,CUST-00928,2021-05-28,Second Class,Central,2021-05-31
ORD-007726,CUST-00064,2022-06-02,Standard Class,Central,2022-06-06
ORD-007727,CUST-04556,2021-05-11,Second Class,West,2021-05-16
ORD-007728,CUST-01043,2022-05-12,Standard Class,Central,2022-05-18
ORD-007729,CUST-04189,2022-12-30,First Class,South,2022-12-31
ORD-007730,CUST-04869,2022-04-14,Second Class,Central,2022-04-16
ORD-007731,CUST-00810,2021-05-13,First Class,North,2021-05-19
ORD-007732,CUST-02042,2023-09-19,Standard Class,Central,2023-09-21
ORD-007733,CUST-03089,2022-12-23,Standard Class,West,2022-12-24
ORD-007734,CUST-01647,2022-06-10,Standard Class,East,2022-06-14
ORD-007735,CUST-04936,2023-06-03,Standard Class,South,2023-06-07
ORD-007736,CUST-00488,2022-06-26,First Class,South,2022-06-27
ORD-007737,CUST-03082,2021-05-01,First Class,East,2021-05-02
ORD-007738,CUST-01748,2022-12-13,Standard Class,South,2022-12-16
ORD-007739,CUST-00749,2021-08-06,Second Class,West,2021-08-11
ORD-007740,CUST-03838,2022-04-12,Same Day,West,2022-04-15
ORD-007741,CUST-00528,2022-04-30,First Class,East,2022-05-03
ORD-007742,CUST-01168,2021-02-03,Second Class,West,2021-02-08
ORD-007743,CUST-04650,2023-02-04,Standard Class,North,2023-02-06
ORD-007744,CUST-04611,2021-06-10,Standard Class,West,2021-06-15
ORD-007745,CUST-03542,2023-08-25,Second Class,South,2023-08-27
ORD-007746,CUST-04473,2022-07-27,First Class,East,2022-08-01
ORD-007747,CUST-03740,2022-01-14,Standard Class,North,2022-01-16
ORD-007748,CUST-00484,2023-08-02,Standard Class,West,2023-08-06
ORD-007749,CUST-00452,2023-09-02,Second Class,North,2023-09-06
ORD-007750,CUST-04070,2021-05-02,Second Class,Central,2021-05-07
ORD-007751,CUST-04398,2022-09-09,Standard Class,Central,2022-09-10
ORD-007752,CUST-03134,2023-05-23,Standard Class,North,2023-05-27
ORD-007753,CUST-01774,2022-02-23,Second Class,Central,2022-02-28
ORD-007754,CUST-00999,2021-04-23,Second Class,Central,2021-04-29
ORD-007755,CUST-02066,2021-05-04,Standard Class,Central,2021-05-09
ORD-007756,CUST-00398,2022-01-14,Same Day,East,2022-01-18
ORD-007757,CUST-01804,2022-08-09,Second Class,East,2022-08-15
ORD-007758,CUST-02152,2021-10-24,First Class,Central,2021-10-29
ORD-007759,CUST-01947,2021-02-11,Standard Class,South,2021-02-12
ORD-007760,CUST-03718,2022-06-20,Second Class,Central,2022-06-26
ORD-007761,CUST-03416,2021-06-06,Second Class,Central,2021-06-08
ORD-007762,CUST-01395,2021-05-01,Standard Class,Central,2021-05-06
ORD-007763,CUST-04129,2022-01-16,Standard Class,South,2022-01-22
ORD-007764,CUST-02422,2021-11-09,Standard Class,South,2021-11-13
ORD-007765,CUST-03920,2022-01-19,Standard Class,Central,2022-01-20
ORD-007766,CUST-03084,2021-11-07,Standard Class,West,2021-11-08
ORD-007767,CUST-02789,2021-10-29,Second Class,North,2021-11-03
ORD-007768,CUST-01845,2022-05-13,Standard Class,East,2022-05-16
